Protein	Description	Exp. q-value: Combined	Protein FDR Confidence: Combined	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Razor Peptides	Abundances (Normalized): A1: Pg_1	Abundances (Normalized): A2: Pg_2	Abundances (Normalized): A3: Pg_3	Found in Sample: A1: Pg_1	Found in Sample: A2: Pg_2	Found in Sample: A3: Pg_3
EOS15820	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:1047423:1048952:-1 gene:C803_04133 transcript:EOS15820 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	106.657	44	16	37	16	509	59.8	9.25	73.88	0	66006177.25	65245022.13	67211756.66	High	High	High
EOS19940	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:793912:795114:1 gene:C803_00621 transcript:EOS19940 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	105.984	37	12	46	12	400	43.2	5	91.81	0	72356350.6	75489478.44	73991651	High	High	High
EOS17228	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:999898:1001178:1 gene:C803_02862 transcript:EOS17228 gene_biotype:protein_coding transcript_biotype:protein_coding description:O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase	0	High	105.736	46	17	56	17	426	46.7	6.24	82.46	0	170967151.2	161934405.1	173855217.8	High	High	High
EOS15830	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:1060553:1063339:1 gene:C803_04143 transcript:EOS15830 gene_biotype:protein_coding transcript_biotype:protein_coding description:excinuclease ABC subunit A	0	High	105.365	25	19	41	18	928	103.3	5.96	70.58	1	41215031.42	38883137.13	40417971.1	High	High	High
EOS18056	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:242754:244463:1 gene:C803_02263 transcript:EOS18056 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	104.801	26	17	55	17	569	64.8	5.49	78.78	0	113633799.6	110458633.4	112539923.4	High	High	High
EOS18550	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:1865377:1866462:1 gene:C803_01547 transcript:EOS18550 gene_biotype:protein_coding transcript_biotype:protein_coding description:2-oxoglutarate ferredoxin oxidoreductase subunit alpha	0	High	104.518	33	17	86	17	361	39.4	5.39	84.43	0	409811787.5	528332753.5	561682354.3	High	High	High
EOS13307	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.6:252327:253766:-1 gene:C803_05254 transcript:EOS13307 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	104.412	41	18	57	18	479	55.3	5.06	77.84	0	84640002	80136536.88	81475068.66	High	High	High
EOS19704	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:503998:504870:1 gene:C803_00383 transcript:EOS19704 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	103.542	50	9	42	9	290	31.3	5.68	96.63	0	198366103.1	182482529	178784060.7	High	High	High
EOS19889	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:738624:739499:1 gene:C803_00570 transcript:EOS19889 gene_biotype:protein_coding transcript_biotype:protein_coding description:glucose-1-phosphate thymidylyltransferase	0	High	103.275	56	14	38	14	291	32.4	5.22	76.23	0	148962021.6	146498018.5	135603755.8	High	High	High
EOS18705	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:2011806:2013794:-1 gene:C803_01707 transcript:EOS18705 gene_biotype:protein_coding transcript_biotype:protein_coding description:alpha-glucosidase	0	High	103.057	37	18	41	18	662	75.4	5.81	69.99	0	72256977	67594446.38	64572059.19	High	High	High
EOS19515	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:261254:262399:-1 gene:C803_00194 transcript:EOS19515 gene_biotype:protein_coding transcript_biotype:protein_coding description:galactokinase	0	High	103.05	46	15	43	15	381	42.2	5.36	71.57	0	83571569.65	81080878.75	85804157.6	High	High	High
EOS15682	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:875108:876868:-1 gene:C803_03994 transcript:EOS15682 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	103.047	32	17	36	17	586	67.5	5	70.16	0	32072708.14	33130221.88	31573494.83	High	High	High
EOS17861	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:32732:33844:1 gene:C803_02067 transcript:EOS17861 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	102.991	50	18	44	18	370	41.2	5.8	70.2	0	60700135.95	60898732	62859539.85	High	High	High
EOS20135	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:1012529:1015654:1 gene:C803_00817 transcript:EOS20135 gene_biotype:protein_coding transcript_biotype:protein_coding description:SusC/RagA family TonB-linked outer membrane protein	0	High	102.25	25	18	46	17	1041	116.1	6.84	73.27	1	42424804.36	40621739.75	37942352.58	High	High	High
EOS15970	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:1231260:1232114:1 gene:C803_04284 transcript:EOS15970 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	101.946	43	8	42	8	284	31.7	5.72	115.96	0	105697959	107233729.1	103968627.1	High	High	High
EOS19896	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:745554:747101:1 gene:C803_00577 transcript:EOS19896 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	101.916	44	20	68	19	515	56.3	5.87	108.7	0	236578739.3	246624736.2	247437300	High	High	High
EOS13187	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.6:109456:110319:1 gene:C803_05129 transcript:EOS13187 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	101.789	46	15	54	15	287	32.5	6.7	82.25	0	180990256.2	179899149.5	168774199.4	High	High	High
EOS20144	"pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:1024077:1025366:1 gene:C803_00826 transcript:EOS20144 gene_biotype:protein_coding transcript_biotype:protein_coding description:NADH:ubiquinone oxidoreductase, Na(+)-translocating, F subunit"	0	High	101.585	43	14	58	14	429	47.5	5.63	99.19	0	112024042.7	111293755.6	106413831.5	High	High	High
EOS18554	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:1868058:1870193:1 gene:C803_01551 transcript:EOS18554 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	101.292	30	17	45	17	711	81.1	8.37	73.32	0	78097456.85	70495855	73387695.24	High	High	High
EOS13012	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.7:267642:268952:1 gene:C803_05517 transcript:EOS13012 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	101.028	43	14	36	14	436	49.4	7.62	60.47	0	79398626.73	71984880.78	68687223.79	High	High	High
EOS17783	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:890373:892121:-1 gene:C803_02797 transcript:EOS17783 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	100.495	32	17	52	17	582	66.2	4.84	80.45	0	83365195.32	76948563.06	78797616.89	High	High	High
EOS12619	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.8:2688:3692:1 gene:C803_05548 transcript:EOS12619 gene_biotype:protein_coding transcript_biotype:protein_coding description:3-oxoacyl-[acyl-carrier-protein] synthase 3	0	High	99.93	54	14	38	14	334	36.8	6.01	77.41	0	109942699.1	116964921	117043837.1	High	High	High
EOS18109	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:301474:302094:-1 gene:C803_02316 transcript:EOS18109 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	99.445	48	11	42	11	206	22.2	8.97	92.91	0	189065069.1	175930524.1	176355495.6	High	High	High
EOS15325	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:344329:346602:-1 gene:C803_03635 transcript:EOS15325 gene_biotype:protein_coding transcript_biotype:protein_coding description:SusC/RagA family TonB-linked outer membrane protein	0	High	99.171	27	14	51	13	757	85.8	5.31	77.05	1	35675791.43	34878969.06	34805912.34	High	High	High
EOS18206	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:2186013:2187014:1 gene:C803_01867 transcript:EOS18206 gene_biotype:protein_coding transcript_biotype:protein_coding description:glyceraldehyde-3-phosphate dehydrogenase	0	High	98.787	46	15	81	15	333	35.6	6.92	113.41	0	290611625.3	271337164.8	290945734.9	High	High	High
EOS15361	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:389423:392209:1 gene:C803_03671 transcript:EOS15361 gene_biotype:protein_coding transcript_biotype:protein_coding description:DNA polymerase I	0	High	98.65	27	23	52	23	928	104.8	5.67	71.93	0	44188576.16	48095077.25	46744428.5	High	High	High
EOS12577	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.9:68460:69488:-1 gene:C803_05708 transcript:EOS12577 gene_biotype:protein_coding transcript_biotype:protein_coding description:histidinol-phosphate transaminase	0	High	98.591	44	14	42	14	342	39.2	6.62	64.07	0	77767507.17	80605620.31	76816970	High	High	High
EOS16790	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:1590420:1593116:1 gene:C803_03327 transcript:EOS16790 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	98.555	21	18	51	18	898	102.9	6.65	66.71	0	48525190.09	57970726.31	52112718.25	High	High	High
EOS17215	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:978061:979026:1 gene:C803_02849 transcript:EOS17215 gene_biotype:protein_coding transcript_biotype:protein_coding description:glucokinase	0	High	98.533	36	12	57	12	321	33.9	5.07	98.48	0	305243967.5	308012636.8	297521278	High	High	High
EOS16121	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:1433844:1435424:1 gene:C803_04436 transcript:EOS16121 gene_biotype:protein_coding transcript_biotype:protein_coding description:peptide chain release factor 3	0	High	98.191	31	14	40	14	526	59.9	5.64	59.94	0	40968840.52	57077611.06	57879698.25	High	High	High
EOS15535	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:673813:675528:-1 gene:C803_03846 transcript:EOS15535 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	97.919	33	16	35	16	571	63.9	4.93	57.03	0	78030390.94	67135625.81	77037758.61	High	High	High
EOS12839	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.7:37445:39103:-1 gene:C803_05344 transcript:EOS12839 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	97.647	31	14	41	14	552	62.6	6.49	65.1	0	73694653.25	71964309.25	70275436.65	High	High	High
EOS17739	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:833513:834784:-1 gene:C803_02753 transcript:EOS17739 gene_biotype:protein_coding transcript_biotype:protein_coding description:adenylosuccinate synthetase	0	High	97.215	37	16	61	16	423	46.6	5.14	88.02	0	443088476.9	453115034.9	458914763.2	High	High	High
EOS18935	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:1335166:1337130:1 gene:C803_01098 transcript:EOS18935 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	97.1	28	16	48	16	654	73.7	7.31	76.35	0	51779940.77	55616732.88	57086352.53	High	High	High
EOS13194	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.6:116555:117775:1 gene:C803_05136 transcript:EOS13194 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	96.913	44	15	54	15	406	46	6.32	87.85	0	102191601.6	104221089.1	97902668.98	High	High	High
EOS17542	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:603138:604232:-1 gene:C803_02554 transcript:EOS17542 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	96.434	34	11	40	11	364	40.4	4.94	70.36	0	218521584.7	210309903.3	219475747.6	High	High	High
EOS17315	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:317947:319044:1 gene:C803_02324 transcript:EOS17315 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	96.249	32	12	42	12	365	42	5.19	85.95	0	68048264.01	69294499.75	66616199.95	High	High	High
EOS18301	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:2305028:2307244:-1 gene:C803_01963 transcript:EOS18301 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	95.968	26	15	35	15	738	83.7	5.3	81.04	0	42438401.65	42585423.94	41863485.6	High	High	High
EOS17865	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:35308:36309:1 gene:C803_02071 transcript:EOS17865 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	95.713	38	14	59	14	333	35.3	6.84	78.18	0	204971891.3	220651839	219997994	High	High	High
EOS19822	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:642597:643877:-1 gene:C803_00503 transcript:EOS19822 gene_biotype:protein_coding transcript_biotype:protein_coding description:serine hydroxymethyltransferase	0	High	95.369	47	20	65	20	426	46.6	7.06	77.6	0	117712439.9	117380614.6	114607423.1	High	High	High
EOS18897	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:1287040:1288035:-1 gene:C803_01060 transcript:EOS18897 gene_biotype:protein_coding transcript_biotype:protein_coding description:MoxR-like ATPase	0	High	95	42	15	74	15	331	37.3	5.77	106.83	0	420272326	396236343	398701657.5	High	High	High
EOS19363	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:44392:45780:1 gene:C803_00042 transcript:EOS19363 gene_biotype:protein_coding transcript_biotype:protein_coding description:phosphoglucosamine mutase	0	High	94.903	30	10	33	10	462	49.9	5.52	63.08	0	63580654.85	65462214.63	62743501.94	High	High	High
EOS12599	"pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.9:91039:92637:1 gene:C803_05731 transcript:EOS12599 gene_biotype:protein_coding transcript_biotype:protein_coding description:indolepyruvate ferredoxin oxidoreductase, alpha subunit"	0	High	94.247	39	20	72	20	532	58.1	5.45	111.33	0	286985118.7	267317715.4	275097201.5	High	High	High
EOS18558	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:1873844:1875871:-1 gene:C803_01555 transcript:EOS18558 gene_biotype:protein_coding transcript_biotype:protein_coding description:transcription termination factor Rho	0	High	94.243	24	14	49	14	675	74.8	7.15	85.6	0	76055304.53	73133924.44	71070039.48	High	High	High
EOS14139	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.5:278688:279743:1 gene:C803_04965 transcript:EOS14139 gene_biotype:protein_coding transcript_biotype:protein_coding description:tryptophanyl-tRNA synthetase	0	High	94.22	51	15	41	15	351	39.7	6.28	59.77	0	59821457.88	57462639.13	57307465.73	High	High	High
EOS18396	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:2052230:2053165:-1 gene:C803_01740 transcript:EOS18396 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	94.084	55	17	64	17	311	34.7	8.66	102.42	0	415047465.6	409927148.3	413448658.8	High	High	High
EOS16760	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:1542796:1545186:1 gene:C803_03297 transcript:EOS16760 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	94.017	26	20	46	20	796	89.7	8.97	78.12	0	47419771.42	46104801.5	45795132.68	High	High	High
EOS20036	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:914595:915875:1 gene:C803_00718 transcript:EOS20036 gene_biotype:protein_coding transcript_biotype:protein_coding description:histidinol dehydrogenase	0	High	93.936	28	10	32	10	426	45.9	5.6	70.77	0	82876818.77	78864671.38	80449786.97	High	High	High
EOS15514	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:629299:632469:1 gene:C803_03825 transcript:EOS15514 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	93.845	23	20	44	20	1056	119.6	5.76	73.85	0	33514340.19	31689741.88	30937632.77	High	High	High
EOS17998	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:178791:180074:-1 gene:C803_02204 transcript:EOS17998 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	93.815	36	14	48	14	427	47.6	9.14	91.65	0	341592694.7	351473548.6	348019163.2	High	High	High
EOS17863	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:34424:35116:1 gene:C803_02069 transcript:EOS17863 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	93.501	56	11	35	11	230	24.9	6.05	77.18	0	152502121.2	146134881	149663030.8	High	High	High
EOS15585	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:742607:744268:-1 gene:C803_03896 transcript:EOS15585 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	93.488	33	13	61	13	553	63.6	5.22	84.29	0	82190048.14	83791473.73	76554511.16	High	High	High
EOS18552	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:1866663:1867427:1 gene:C803_01549 transcript:EOS18552 gene_biotype:protein_coding transcript_biotype:protein_coding description:2-oxoglutarate ferredoxin oxidoreductase subunit beta	0	High	92.97	44	10	40	10	254	27.7	6.13	98.59	0	238751917.5	253350768.3	245704672.1	High	High	High
EOS15368	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:394988:396091:1 gene:C803_03678 transcript:EOS15368 gene_biotype:protein_coding transcript_biotype:protein_coding description:GTP-binding protein YchF	0	High	91.837	40	15	46	15	367	40.9	5.19	68.33	0	54399451.84	53794985.44	57499768.31	High	High	High
EOS18824	"pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:1666751:1668010:-1 gene:C803_01393 transcript:EOS18824 gene_biotype:protein_coding transcript_biotype:protein_coding description:isocitrate dehydrogenase, NADP-dependent"	0	High	91.572	45	15	39	15	419	45.8	5.35	70.82	0	63987862.61	65163180.63	65960345.08	High	High	High
EOS15710	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:912983:915136:-1 gene:C803_04022 transcript:EOS15710 gene_biotype:protein_coding transcript_biotype:protein_coding description:alpha-N-acetylglucosaminidase	0	High	91.486	25	14	32	14	717	82.4	6.29	57.75	0	40470470.86	41743938.63	40643282.5	High	High	High
EOS18706	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:2013918:2015648:1 gene:C803_01708 transcript:EOS18706 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	91.429	34	15	39	15	576	65.3	6.71	86.22	0	46796675.79	50968239	51414491.62	High	High	High
EOS15614	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:783172:784263:1 gene:C803_03926 transcript:EOS15614 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	90.359	38	17	48	17	363	40.3	5.06	51.84	0	118493868.4	116975926.3	119790812.4	High	High	High
