Study_ID,GSM_ID,IN_VIVO,Cancer_type,Cell_Line,sub_clone,Condition,ICB,ICB_study,ICB_group,ICB_Baseline_TYPE,Baseline,Cell_treatment,Cell_genotype,Tumor,Mouse_genotype,Mouse_strain,Mouse_treatment,Timepoint,Implantation,Implantation_site,SRX_ID,SampleName
GSE174053,GSM5285282,in_vivo,Mammary adenocarcinoma,E0771,parental,high.fat.diet,1,NR,antiPD1,NA,0,NA,luciferase,primary,WT,C57BL/6J,antiPD1; high.fat.diet;,NA,orthotopic,mammary gland,SRX10815541,SRX10815541
GSE174053,GSM5285283,in_vivo,Mammary adenocarcinoma,E0771,parental,high.fat.diet,0,Baseline,NA,NR,1,NA,luciferase,primary,WT,C57BL/6J,isotype; high.fat.diet;,NA,orthotopic,mammary gland,SRX10815542,SRX10815542
GSE174053,GSM5285284,in_vivo,Mammary adenocarcinoma,E0771,parental,high.fat.diet,0,Baseline,NA,NR,1,NA,luciferase,primary,WT,C57BL/6J,isotype; high.fat.diet;,NA,orthotopic,mammary gland,SRX10815543,SRX10815543
GSE174053,GSM5285285,in_vivo,Mammary adenocarcinoma,E0771,parental,high.fat.diet,0,Baseline,NA,NR,1,NA,luciferase,primary,WT,C57BL/6J,isotype; high.fat.diet;,NA,orthotopic,mammary gland,SRX10815544,SRX10815544
GSE174053,GSM5285286,in_vivo,Mammary adenocarcinoma,E0771,parental,high.fat.diet,1,NR,antiPD1,NA,0,NA,luciferase,primary,WT,C57BL/6J,antiPD1; high.fat.diet;,NA,orthotopic,mammary gland,SRX10815545,SRX10815545
GSE174053,GSM5285287,in_vivo,Mammary adenocarcinoma,E0771,parental,high.fat.diet,1,NR,antiPD1,NA,0,NA,luciferase,primary,WT,C57BL/6J,antiPD1; high.fat.diet;,NA,orthotopic,mammary gland,SRX10815546,SRX10815546
GSE174053,GSM5285288,in_vivo,Mammary adenocarcinoma,E0771,parental,high.fat.diet,1,NR,antiPD1,NA,0,NA,luciferase,primary,WT,C57BL/6J,antiPD1; high.fat.diet;,NA,orthotopic,mammary gland,SRX10815547,SRX10815547
GSE174053,GSM5285289,in_vivo,Mammary adenocarcinoma,E0771,parental,high.fat.diet,0,Baseline,NA,NR,1,NA,luciferase,primary,WT,C57BL/6J,isotype; high.fat.diet;,NA,orthotopic,mammary gland,SRX10815548,SRX10815548
GSE174053,GSM5285290,in_vivo,Mammary adenocarcinoma,E0771,parental,high.fat.diet,0,Baseline,NA,NR,1,NA,luciferase,primary,WT,C57BL/6J,isotype; high.fat.diet;,NA,orthotopic,mammary gland,SRX10815549,SRX10815549
GSE146834,GSM4407682,in_vivo,Pancreatic ductal adenocarcinoma,6419c5,parental,NA,0,Baseline,NA,NR,1,NA,WT,primary,WT,C57BL/6,control,NA,subcutaneous,unknown,SRX7898129,SRX7898129
GSE146834,GSM4407683,in_vivo,Pancreatic ductal adenocarcinoma,6419c5,parental,NA,0,Baseline,NA,NR,1,NA,WT,primary,WT,C57BL/6,control,NA,subcutaneous,unknown,SRX7898130,SRX7898130
GSE146834,GSM4407684,in_vivo,Pancreatic ductal adenocarcinoma,6419c5,parental,NA,0,Baseline,NA,NR,1,NA,WT,primary,WT,C57BL/6,control,NA,subcutaneous,unknown,SRX7898131,SRX7898131
GSE146834,GSM4407685,in_vivo,Pancreatic ductal adenocarcinoma,6419c5,parental,NA,0,Baseline,NA,NR,1,NA,WT,primary,WT,C57BL/6,control,NA,subcutaneous,unknown,SRX7898132,SRX7898132
GSE146834,GSM4407686,in_vivo,Pancreatic ductal adenocarcinoma,6419c5,parental,gemcitabine_abraxane_CD40agonist,1,NR,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,C57BL/6,antiPD1; antiCTLA4; gemcitabine; abraxane; CD40agonist;,NA,subcutaneous,unknown,SRX7898133,SRX7898133
GSE146834,GSM4407687,in_vivo,Pancreatic ductal adenocarcinoma,6419c5,parental,gemcitabine_abraxane_CD40agonist,1,NR,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,C57BL/6,antiPD1; antiCTLA4; gemcitabine; abraxane; CD40agonist;,NA,subcutaneous,unknown,SRX7898134,SRX7898134
GSE148856,GSM4484084,in_vivo,Sarcoma,402230,parental,NA,0,Baseline,NA,NR,1,NA,WT,primary,WT,129/SvJae,isotype,NA,orthotopic,gastrocnemius,SRX8132360,SRX8132360
GSE148856,GSM4484085,in_vivo,Sarcoma,402230,parental,NA,0,Baseline,NA,NR,1,NA,WT,primary,WT,129/SvJae,isotype,NA,orthotopic,gastrocnemius,SRX8132361,SRX8132361
GSE148856,GSM4484086,in_vivo,Sarcoma,402230,parental,NA,0,Baseline,NA,NR,1,NA,WT,primary,WT,129/SvJae,isotype,NA,orthotopic,gastrocnemius,SRX8132362,SRX8132362
GSE148856,GSM4484087,in_vivo,Sarcoma,402230,parental,NA,0,Baseline,NA,NR,1,NA,WT,primary,WT,129/SvJae,isotype,NA,orthotopic,gastrocnemius,SRX8132363,SRX8132363
GSE148856,GSM4484088,in_vivo,Sarcoma,402230,parental,NA,1,NR,antiPD1,NA,0,NA,WT,primary,WT,129/SvJae,antiPD1,NA,orthotopic,gastrocnemius,SRX8132364,SRX8132364
GSE148856,GSM4484089,in_vivo,Sarcoma,402230,parental,NA,1,NR,antiPD1,NA,0,NA,WT,primary,WT,129/SvJae,antiPD1,NA,orthotopic,gastrocnemius,SRX8132365,SRX8132365
GSE148856,GSM4484090,in_vivo,Sarcoma,402230,parental,NA,1,NR,antiPD1,NA,0,NA,WT,primary,WT,129/SvJae,antiPD1,NA,orthotopic,gastrocnemius,SRX8132366,SRX8132366
GSE148856,GSM4484091,in_vivo,Sarcoma,402230,parental,NA,1,NR,antiPD1,NA,0,NA,WT,primary,WT,129/SvJae,antiPD1,NA,orthotopic,gastrocnemius,SRX8132367,SRX8132367
GSE148856,GSM4484092,in_vivo,Sarcoma,402230,parental,radiation,0,Baseline,NA,R,1,NA,WT,primary,WT,129/SvJae,isotype; radiation;,NA,orthotopic,gastrocnemius,SRX8132368,SRX8132368
GSE148856,GSM4484093,in_vivo,Sarcoma,402230,parental,radiation,0,Baseline,NA,R,1,NA,WT,primary,WT,129/SvJae,isotype; radiation;,NA,orthotopic,gastrocnemius,SRX8132369,SRX8132369
GSE148856,GSM4484094,in_vivo,Sarcoma,402230,parental,radiation,0,Baseline,NA,R,1,NA,WT,primary,WT,129/SvJae,isotype; radiation;,NA,orthotopic,gastrocnemius,SRX8132370,SRX8132370
GSE148856,GSM4484095,in_vivo,Sarcoma,402230,parental,radiation,0,Baseline,NA,R,1,NA,WT,primary,WT,129/SvJae,isotype; radiation;,NA,orthotopic,gastrocnemius,SRX8132371,SRX8132371
GSE148856,GSM4484096,in_vivo,Sarcoma,402230,parental,radiation,1,R,antiPD1,NA,0,NA,WT,primary,WT,129/SvJae,antiPD1; radiation;,NA,orthotopic,gastrocnemius,SRX8132372,SRX8132372
GSE148856,GSM4484097,in_vivo,Sarcoma,402230,parental,radiation,1,R,antiPD1,NA,0,NA,WT,primary,WT,129/SvJae,antiPD1; radiation;,NA,orthotopic,gastrocnemius,SRX8132373,SRX8132373
GSE148856,GSM4484098,in_vivo,Sarcoma,402230,parental,radiation,1,R,antiPD1,NA,0,NA,WT,primary,WT,129/SvJae,antiPD1; radiation;,NA,orthotopic,gastrocnemius,SRX8132374,SRX8132374
GSE148856,GSM4484099,in_vivo,Sarcoma,402230,parental,radiation,1,R,antiPD1,NA,0,NA,WT,primary,WT,129/SvJae,antiPD1; radiation;,NA,orthotopic,gastrocnemius,SRX8132375,SRX8132375
GSE146027,GSM4363082,in_vivo,Gastric adenocarcinoma,YTN2,parental,day7,0,Baseline,NA,R,1,NA,WT,primary,WT,C57BL/6N,no_treatment,day7,subcutaneous,flank,SRX7813680,SRX7813680
GSE146027,GSM4363083,in_vivo,Gastric adenocarcinoma,YTN2,parental,day7,0,Baseline,NA,R,1,NA,WT,primary,WT,C57BL/6N,no_treatment,day7,subcutaneous,flank,SRX7813681,SRX7813681
GSE146027,GSM4363084,in_vivo,Gastric adenocarcinoma,YTN2,parental,day7,0,Baseline,NA,R,1,NA,WT,primary,WT,C57BL/6N,no_treatment,day7,subcutaneous,flank,SRX7813682,SRX7813682
GSE146027,GSM4363085,in_vivo,Gastric adenocarcinoma,YTN2,parental,day7,0,Baseline,NA,R,1,NA,WT,primary,WT,C57BL/6N,no_treatment,day7,subcutaneous,flank,SRX7813683,SRX7813683
GSE146027,GSM4363086,in_vivo,Gastric adenocarcinoma,YTN2,parental,day7,0,Baseline,NA,R,1,NA,WT,primary,WT,C57BL/6N,no_treatment,day7,subcutaneous,flank,SRX7813684,SRX7813684
GSE146027,GSM4363087,in_vivo,Gastric adenocarcinoma,YTN16,parental,day7,0,Baseline,NA,R,1,NA,WT,primary,WT,C57BL/6N,no_treatment,day7,subcutaneous,flank,SRX7813685,SRX7813685
GSE146027,GSM4363088,in_vivo,Gastric adenocarcinoma,YTN16,parental,day7,0,Baseline,NA,R,1,NA,WT,primary,WT,C57BL/6N,no_treatment,day7,subcutaneous,flank,SRX7813686,SRX7813686
GSE146027,GSM4363090,in_vivo,Gastric adenocarcinoma,YTN16,parental,day7,0,Baseline,NA,R,1,NA,WT,primary,WT,C57BL/6N,no_treatment,day7,subcutaneous,flank,SRX7813688,SRX7813688
GSE146027,GSM4363091,in_vivo,Gastric adenocarcinoma,YTN16,parental,day7,0,Baseline,NA,R,1,NA,WT,primary,WT,C57BL/6N,no_treatment,day7,subcutaneous,flank,SRX7813689,SRX7813689
GSE146027,GSM4363092,in_vivo,Gastric adenocarcinoma,YTN2,parental,day14,0,Baseline,NA,R,1,NA,WT,primary,WT,C57BL/6N,no_treatment,day14,subcutaneous,flank,SRX7813690,SRX7813690
GSE146027,GSM4363093,in_vivo,Gastric adenocarcinoma,YTN2,parental,day14,0,Baseline,NA,R,1,NA,WT,primary,WT,C57BL/6N,no_treatment,day14,subcutaneous,flank,SRX7813691,SRX7813691
GSE146027,GSM4363094,in_vivo,Gastric adenocarcinoma,YTN2,parental,day14,0,Baseline,NA,R,1,NA,WT,primary,WT,C57BL/6N,no_treatment,day14,subcutaneous,flank,SRX7813692,SRX7813692
GSE146027,GSM4363095,in_vivo,Gastric adenocarcinoma,YTN2,parental,day14,0,Baseline,NA,R,1,NA,WT,primary,WT,C57BL/6N,no_treatment,day14,subcutaneous,flank,SRX7813693,SRX7813693
GSE146027,GSM4363096,in_vivo,Gastric adenocarcinoma,YTN2,parental,day14,0,Baseline,NA,R,1,NA,WT,primary,WT,C57BL/6N,no_treatment,day14,subcutaneous,flank,SRX7813694,SRX7813694
GSE146027,GSM4363097,in_vivo,Gastric adenocarcinoma,YTN16,parental,day14,0,Baseline,NA,R,1,NA,WT,primary,WT,C57BL/6N,no_treatment,day14,subcutaneous,flank,SRX7813695,SRX7813695
GSE146027,GSM4363098,in_vivo,Gastric adenocarcinoma,YTN16,parental,day14,0,Baseline,NA,R,1,NA,WT,primary,WT,C57BL/6N,no_treatment,day14,subcutaneous,flank,SRX7813696,SRX7813696
GSE146027,GSM4363099,in_vivo,Gastric adenocarcinoma,YTN16,parental,day14,0,Baseline,NA,R,1,NA,WT,primary,WT,C57BL/6N,no_treatment,day14,subcutaneous,flank,SRX7813697,SRX7813697
GSE146027,GSM4363101,in_vivo,Gastric adenocarcinoma,YTN16,parental,day14,0,Baseline,NA,R,1,NA,WT,primary,WT,C57BL/6N,no_treatment,day14,subcutaneous,flank,SRX7813699,SRX7813699
GSE146027,GSM4363102,in_vivo,Gastric adenocarcinoma,YTN2,parental,day21,0,Baseline,NA,R,1,NA,WT,primary,WT,C57BL/6N,no_treatment,day21,subcutaneous,flank,SRX7813700,SRX7813700
GSE146027,GSM4363103,in_vivo,Gastric adenocarcinoma,YTN2,parental,day21,0,Baseline,NA,R,1,NA,WT,primary,WT,C57BL/6N,no_treatment,day21,subcutaneous,flank,SRX7813701,SRX7813701
GSE146027,GSM4363104,in_vivo,Gastric adenocarcinoma,YTN2,parental,day21,0,Baseline,NA,R,1,NA,WT,primary,WT,C57BL/6N,no_treatment,day21,subcutaneous,flank,SRX7813702,SRX7813702
GSE146027,GSM4363105,in_vivo,Gastric adenocarcinoma,YTN2,parental,day21,0,Baseline,NA,R,1,NA,WT,primary,WT,C57BL/6N,no_treatment,day21,subcutaneous,flank,SRX7813703,SRX7813703
GSE146027,GSM4363106,in_vivo,Gastric adenocarcinoma,YTN2,parental,day21,0,Baseline,NA,R,1,NA,WT,primary,WT,C57BL/6N,no_treatment,day21,subcutaneous,flank,SRX7813704,SRX7813704
GSE146027,GSM4363107,in_vivo,Gastric adenocarcinoma,YTN16,parental,day21,0,Baseline,NA,R,1,NA,WT,primary,WT,C57BL/6N,no_treatment,day21,subcutaneous,flank,SRX7813705,SRX7813705
GSE146027,GSM4363108,in_vivo,Gastric adenocarcinoma,YTN16,parental,day21,0,Baseline,NA,R,1,NA,WT,primary,WT,C57BL/6N,no_treatment,day21,subcutaneous,flank,SRX7813706,SRX7813706
GSE146027,GSM4363109,in_vivo,Gastric adenocarcinoma,YTN16,parental,day21,0,Baseline,NA,R,1,NA,WT,primary,WT,C57BL/6N,no_treatment,day21,subcutaneous,flank,SRX7813707,SRX7813707
GSE146027,GSM4363110,in_vivo,Gastric adenocarcinoma,YTN16,parental,day21,0,Baseline,NA,R,1,NA,WT,primary,WT,C57BL/6N,no_treatment,day21,subcutaneous,flank,SRX7813708,SRX7813708
GSE146027,GSM4363111,in_vivo,Gastric adenocarcinoma,YTN16,parental,day21,0,Baseline,NA,R,1,NA,WT,primary,WT,C57BL/6N,no_treatment,day21,subcutaneous,flank,SRX7813709,SRX7813709
GSE146027,GSM4363112,in_vivo,Gastric adenocarcinoma,YTN16,parental,day10,0,Baseline,NA,NR,1,NA,WT,primary,WT,C57BL/6N,no_treatment,day10,subcutaneous,flank,SRX7813710,SRX7813710
GSE146027,GSM4363113,in_vivo,Gastric adenocarcinoma,YTN16,parental,day10,0,Baseline,NA,NR,1,NA,WT,primary,WT,C57BL/6N,no_treatment,day10,subcutaneous,flank,SRX7813711,SRX7813711
GSE146027,GSM4363114,in_vivo,Gastric adenocarcinoma,YTN16,parental,day10,0,Baseline,NA,NR,1,NA,WT,primary,WT,C57BL/6N,no_treatment,day10,subcutaneous,flank,SRX7813712,SRX7813712
GSE146027,GSM4363115,in_vivo,Gastric adenocarcinoma,YTN16,parental,day10,0,Baseline,NA,NR,1,NA,WT,primary,WT,C57BL/6N,no_treatment,day10,subcutaneous,flank,SRX7813713,SRX7813713
GSE146027,GSM4363116,in_vivo,Gastric adenocarcinoma,YTN16,parental,anti_IL17_day10,0,Baseline,NA,R,0,NA,WT,primary,WT,C57BL/6N,anti_IL17,day10,subcutaneous,flank,SRX7813714,SRX7813714
GSE146027,GSM4363117,in_vivo,Gastric adenocarcinoma,YTN16,parental,anti_IL17_day10,0,Baseline,NA,R,0,NA,WT,primary,WT,C57BL/6N,anti_IL17,day10,subcutaneous,flank,SRX7813715,SRX7813715
GSE146027,GSM4363118,in_vivo,Gastric adenocarcinoma,YTN16,parental,anti_IL17_day10,0,Baseline,NA,R,0,NA,WT,primary,WT,C57BL/6N,anti_IL17,day10,subcutaneous,flank,SRX7813716,SRX7813716
GSE146027,GSM4363119,in_vivo,Gastric adenocarcinoma,YTN16,parental,anti_IL17_day10,0,Baseline,NA,R,0,NA,WT,primary,WT,C57BL/6N,anti_IL17,day10,subcutaneous,flank,SRX7813717,SRX7813717
GSE146027,GSM4363120,in_vivo,Gastric adenocarcinoma,YTN16,parental,day10,1,NR,antiPD1,NA,0,NA,WT,primary,WT,C57BL/6N,antiPD1,day10,subcutaneous,flank,SRX7813718,SRX7813718
GSE146027,GSM4363121,in_vivo,Gastric adenocarcinoma,YTN16,parental,day10,1,NR,antiPD1,NA,0,NA,WT,primary,WT,C57BL/6N,antiPD1,day10,subcutaneous,flank,SRX7813719,SRX7813719
GSE146027,GSM4363122,in_vivo,Gastric adenocarcinoma,YTN16,parental,day10,1,NR,antiPD1,NA,0,NA,WT,primary,WT,C57BL/6N,antiPD1,day10,subcutaneous,flank,SRX7813720,SRX7813720
GSE146027,GSM4363123,in_vivo,Gastric adenocarcinoma,YTN16,parental,day10,1,NR,antiPD1,NA,0,NA,WT,primary,WT,C57BL/6N,antiPD1,day10,subcutaneous,flank,SRX7813721,SRX7813721
GSE146027,GSM4363124,in_vivo,Gastric adenocarcinoma,YTN16,parental,anti_IL17_day10,1,R,antiPD1,NA,0,NA,WT,primary,WT,C57BL/6N,antiPD1; antiIL17,day10,subcutaneous,flank,SRX7813722,SRX7813722
GSE146027,GSM4363125,in_vivo,Gastric adenocarcinoma,YTN16,parental,anti_IL17_day10,1,R,antiPD1,NA,0,NA,WT,primary,WT,C57BL/6N,antiPD1; antiIL17,day10,subcutaneous,flank,SRX7813723,SRX7813723
GSE146027,GSM4363126,in_vivo,Gastric adenocarcinoma,YTN16,parental,anti_IL17_day10,1,R,antiPD1,NA,0,NA,WT,primary,WT,C57BL/6N,antiPD1; antiIL17,day10,subcutaneous,flank,SRX7813724,SRX7813724
GSE146027,GSM4363127,in_vivo,Gastric adenocarcinoma,YTN16,parental,anti_IL17_day10,1,R,antiPD1,NA,0,NA,WT,primary,WT,C57BL/6N,antiPD1; antiIL17,day10,subcutaneous,flank,SRX7813725,SRX7813725
GSE146027,GSM4363128,in_vivo,Gastric adenocarcinoma,YTN16,parental,day7,1,R,antiCTLA4,NA,0,NA,WT,primary,WT,C57BL/6N,antiCTLA4,day7,subcutaneous,flank,SRX7813726,SRX7813726
GSE146027,GSM4363129,in_vivo,Gastric adenocarcinoma,YTN16,parental,day7,1,R,antiCTLA4,NA,0,NA,WT,primary,WT,C57BL/6N,antiCTLA4,day7,subcutaneous,flank,SRX7813727,SRX7813727
GSE146027,GSM4363130,in_vivo,Gastric adenocarcinoma,YTN16,parental,day7,1,R,antiCTLA4,NA,0,NA,WT,primary,WT,C57BL/6N,antiCTLA4,day7,subcutaneous,flank,SRX7813728,SRX7813728
GSE146027,GSM4363131,in_vivo,Gastric adenocarcinoma,YTN16,parental,day7,1,R,antiCTLA4,NA,0,NA,WT,primary,WT,C57BL/6N,antiCTLA4,day7,subcutaneous,flank,SRX7813729,SRX7813729
GSE146027,GSM4363132,in_vivo,Gastric adenocarcinoma,YTN16,parental,day7,1,R,antiCTLA4,NA,0,NA,WT,primary,WT,C57BL/6N,antiCTLA4,day7,subcutaneous,flank,SRX7813730,SRX7813730
GSE146027,GSM4363133,in_vivo,Gastric adenocarcinoma,YTN16,parental,day14,1,R,antiCTLA4,NA,0,NA,WT,primary,WT,C57BL/6N,antiCTLA4,day14,subcutaneous,flank,SRX7813731,SRX7813731
GSE146027,GSM4363134,in_vivo,Gastric adenocarcinoma,YTN16,parental,day14,1,R,antiCTLA4,NA,0,NA,WT,primary,WT,C57BL/6N,antiCTLA4,day14,subcutaneous,flank,SRX7813732,SRX7813732
GSE146027,GSM4363135,in_vivo,Gastric adenocarcinoma,YTN16,parental,day14,1,R,antiCTLA4,NA,0,NA,WT,primary,WT,C57BL/6N,antiCTLA4,day14,subcutaneous,flank,SRX7813733,SRX7813733
GSE146027,GSM4363136,in_vivo,Gastric adenocarcinoma,YTN16,parental,day14,1,R,antiCTLA4,NA,0,NA,WT,primary,WT,C57BL/6N,antiCTLA4,day14,subcutaneous,flank,SRX7813734,SRX7813734
GSE146027,GSM4363137,in_vivo,Gastric adenocarcinoma,YTN16,parental,day14,1,R,antiCTLA4,NA,0,NA,WT,primary,WT,C57BL/6N,antiCTLA4,day14,subcutaneous,flank,SRX7813735,SRX7813735
GSE146027,GSM4363138,in_vivo,Gastric adenocarcinoma,YTN16,parental,day21,1,R,antiCTLA4,NA,0,NA,WT,primary,WT,C57BL/6N,antiCTLA4,day21,subcutaneous,flank,SRX7813736,SRX7813736
GSE146027,GSM4363139,in_vivo,Gastric adenocarcinoma,YTN16,parental,day21,1,R,antiCTLA4,NA,0,NA,WT,primary,WT,C57BL/6N,antiCTLA4,day21,subcutaneous,flank,SRX7813737,SRX7813737
GSE146027,GSM4363140,in_vivo,Gastric adenocarcinoma,YTN16,parental,day21,1,R,antiCTLA4,NA,0,NA,WT,primary,WT,C57BL/6N,antiCTLA4,day21,subcutaneous,flank,SRX7813738,SRX7813738
GSE146027,GSM4363141,in_vivo,Gastric adenocarcinoma,YTN16,parental,day21,1,R,antiCTLA4,NA,0,NA,WT,primary,WT,C57BL/6N,antiCTLA4,day21,subcutaneous,flank,SRX7813739,SRX7813739
GSE146027,GSM4363142,in_vivo,Gastric adenocarcinoma,YTN16,parental,day21,1,R,antiCTLA4,NA,0,NA,WT,primary,WT,C57BL/6N,antiCTLA4,day21,subcutaneous,flank,SRX7813740,SRX7813740
GSE150401,GSM4548475,in_vivo,Melanoma,B16,B16R2L,NA,0,Baseline,NA,NR,1,sh_control,WT,primary,WT,C57BL/6,isotype,NA,subcutaneous,unknown,SRX8330930,SRX8330930
GSE150401,GSM4548476,in_vivo,Melanoma,B16,B16R2L,NA,0,Baseline,NA,NR,1,sh_control,WT,primary,WT,C57BL/6,isotype,NA,subcutaneous,unknown,SRX8330931,SRX8330931
GSE150401,GSM4548477,in_vivo,Melanoma,B16,B16R2L,NA,0,Baseline,NA,NR,1,sh_control,WT,primary,WT,C57BL/6,isotype,NA,subcutaneous,unknown,SRX8330932,SRX8330932
GSE150401,GSM4548478,in_vivo,Melanoma,B16,B16R2L,NA,0,Baseline,NA,NR,1,sh_control,WT,primary,WT,C57BL/6,isotype,NA,subcutaneous,unknown,SRX8330933,SRX8330933
GSE150401,GSM4548479,in_vivo,Melanoma,B16,B16R2L,NA,1,NR,antiPD1,NA,0,sh_control,WT,primary,WT,C57BL/6,antiPD1,NA,subcutaneous,unknown,SRX8330934,SRX8330934
GSE150401,GSM4548480,in_vivo,Melanoma,B16,B16R2L,NA,1,NR,antiPD1,NA,0,sh_control,WT,primary,WT,C57BL/6,antiPD1,NA,subcutaneous,unknown,SRX8330935,SRX8330935
GSE150401,GSM4548481,in_vivo,Melanoma,B16,B16R2L,NA,1,NR,antiPD1,NA,0,sh_control,WT,primary,WT,C57BL/6,antiPD1,NA,subcutaneous,unknown,SRX8330936,SRX8330936
GSE150401,GSM4548482,in_vivo,Melanoma,B16,B16R2L,NA,1,NR,antiPD1,NA,0,sh_control,WT,primary,WT,C57BL/6,antiPD1,NA,subcutaneous,unknown,SRX8330937,SRX8330937
GSE150401,GSM4548483,in_vivo,Melanoma,B16,B16R2L,MDK_knockdown,0,Baseline,NA,R,0,shMDK,MDK_knockdown,primary,WT,C57BL/6,isotype,NA,subcutaneous,unknown,SRX8330938,SRX8330938
GSE150401,GSM4548484,in_vivo,Melanoma,B16,B16R2L,MDK_knockdown,0,Baseline,NA,R,0,shMDK,MDK_knockdown,primary,WT,C57BL/6,isotype,NA,subcutaneous,unknown,SRX8330939,SRX8330939
GSE150401,GSM4548485,in_vivo,Melanoma,B16,B16R2L,MDK_knockdown,0,Baseline,NA,R,0,shMDK,MDK_knockdown,primary,WT,C57BL/6,isotype,NA,subcutaneous,unknown,SRX8330940,SRX8330940
GSE150401,GSM4548486,in_vivo,Melanoma,B16,B16R2L,MDK_knockdown,0,Baseline,NA,R,0,shMDK,MDK_knockdown,primary,WT,C57BL/6,isotype,NA,subcutaneous,unknown,SRX8330941,SRX8330941
GSE150401,GSM4548487,in_vivo,Melanoma,B16,B16R2L,MDK_knockdown,1,R,antiPD1,NA,0,shMDK,MDK_knockdown,primary,WT,C57BL/6,antiPD1,NA,subcutaneous,unknown,SRX8330942,SRX8330942
GSE150401,GSM4548488,in_vivo,Melanoma,B16,B16R2L,MDK_knockdown,1,R,antiPD1,NA,0,shMDK,MDK_knockdown,primary,WT,C57BL/6,antiPD1,NA,subcutaneous,unknown,SRX8330943,SRX8330943
GSE150401,GSM4548489,in_vivo,Melanoma,B16,B16R2L,MDK_knockdown,1,R,antiPD1,NA,0,shMDK,MDK_knockdown,primary,WT,C57BL/6,antiPD1,NA,subcutaneous,unknown,SRX8330944,SRX8330944
GSE150401,GSM4548490,in_vivo,Melanoma,B16,B16R2L,MDK_knockdown,1,R,antiPD1,NA,0,shMDK,MDK_knockdown,primary,WT,C57BL/6,antiPD1,NA,subcutaneous,unknown,SRX8330945,SRX8330945
GSE172162,GSM5243076,in_vivo,Colorectal carcinoma,MC38,parental,NA,0,Baseline,NA,R,1,NA,WT,primary,WT,C57BL/6,isotype,NA,subcutaneous,unknown,SRX10606806,SRX10606806
GSE172162,GSM5243077,in_vivo,Colorectal carcinoma,MC38,parental,NA,0,Baseline,NA,R,1,NA,WT,primary,WT,C57BL/6,isotype,NA,subcutaneous,unknown,SRX10606807,SRX10606807
GSE172162,GSM5243078,in_vivo,Colorectal carcinoma,MC38,parental,NA,0,Baseline,NA,R,1,NA,WT,primary,WT,C57BL/6,isotype,NA,subcutaneous,unknown,SRX10606808,SRX10606808
GSE172162,GSM5243079,in_vivo,Colorectal carcinoma,MC38,parental,NA,0,Baseline,NA,R,1,NA,WT,primary,WT,C57BL/6,isotype,NA,subcutaneous,unknown,SRX10606809,SRX10606809
GSE172162,GSM5243080,in_vivo,Colorectal carcinoma,MC38,parental,exercise,0,Baseline,NA,R,0,NA,WT,primary,WT,C57BL/6,exercise,NA,subcutaneous,unknown,SRX10606794,SRX10606794
GSE172162,GSM5243081,in_vivo,Colorectal carcinoma,MC38,parental,exercise,0,Baseline,NA,R,0,NA,WT,primary,WT,C57BL/6,exercise,NA,subcutaneous,unknown,SRX10606795,SRX10606795
GSE172162,GSM5243082,in_vivo,Colorectal carcinoma,MC38,parental,exercise,0,Baseline,NA,R,0,NA,WT,primary,WT,C57BL/6,exercise,NA,subcutaneous,unknown,SRX10606796,SRX10606796
GSE172162,GSM5243083,in_vivo,Colorectal carcinoma,MC38,parental,exercise,0,Baseline,NA,R,0,NA,WT,primary,WT,C57BL/6,exercise,NA,subcutaneous,unknown,SRX10606797,SRX10606797
GSE172162,GSM5243084,in_vivo,Colorectal carcinoma,MC38,parental,exercise,1,R,antiPD1,NA,0,NA,WT,primary,WT,C57BL/6,antiPD1; exercise,NA,subcutaneous,unknown,SRX10606798,SRX10606798
GSE172162,GSM5243085,in_vivo,Colorectal carcinoma,MC38,parental,exercise,1,R,antiPD1,NA,0,NA,WT,primary,WT,C57BL/6,antiPD1; exercise,NA,subcutaneous,unknown,SRX10606799,SRX10606799
GSE172162,GSM5243086,in_vivo,Colorectal carcinoma,MC38,parental,exercise,1,R,antiPD1,NA,0,NA,WT,primary,WT,C57BL/6,antiPD1; exercise,NA,subcutaneous,unknown,SRX10606800,SRX10606800
GSE172162,GSM5243087,in_vivo,Colorectal carcinoma,MC38,parental,exercise,1,R,antiPD1,NA,0,NA,WT,primary,WT,C57BL/6,antiPD1; exercise,NA,subcutaneous,unknown,SRX10606801,SRX10606801
GSE172162,GSM5243088,in_vivo,Colorectal carcinoma,MC38,parental,NA,1,R,antiPD1,NA,0,NA,WT,primary,WT,C57BL/6,antiPD1,NA,subcutaneous,unknown,SRX10606802,SRX10606802
GSE172162,GSM5243089,in_vivo,Colorectal carcinoma,MC38,parental,NA,1,R,antiPD1,NA,0,NA,WT,primary,WT,C57BL/6,antiPD1,NA,subcutaneous,unknown,SRX10606803,SRX10606803
GSE172162,GSM5243090,in_vivo,Colorectal carcinoma,MC38,parental,NA,1,R,antiPD1,NA,0,NA,WT,primary,WT,C57BL/6,antiPD1,NA,subcutaneous,unknown,SRX10606804,SRX10606804
