accession	uid	queries	title	taxon	gdstype	n_samples	gpl	pubmed	pdat
GSE207521	200207521	dna_repair	Targeting CDK4/6 epigenetically impairs DNA damage repair to overcome the resistance to neoadjuvant chemotherapy in locally advanced rectal cancer II	Homo sapiens	Expression profiling by high throughput sequencing	13	GPL21290		2024/02/26
GSE205035	200205035	dna_repair	Targeting CDK4/6 epigenetically impairs DNA damage repair to overcome the resistance to neoadjuvant chemotherapy in locally advanced rectal cancer	Homo sapiens	Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing	36	GPL21290	38289962	2024/02/26
GSE256301	200256301	dna_repair,dna_repair_title	Mutational signature-based identification of DNA repair deficient gastroesophageal adenocarcinomas for therapeutic targeting	Homo sapiens	Expression profiling by high throughput sequencing	2	GPL24676	38589664	2024/02/23
GSE167557	200167557	dna_repair	Transcriptome profiling (RNA-seq) to identify aberrant splicing events in induced pluripotent stem cells derived from an ALS patient harboring a TDP-43(M337V) mutation	Homo sapiens	Expression profiling by high throughput sequencing	4	GPL11154		2024/02/23
GSE156014	200156014	dna_repair	Dietary restriction delays but cannot heal irradiation-induced hair graying by preserving hair follicle stem cells in quiescence	Mus musculus	Expression profiling by high throughput sequencing	9	GPL17021	37933912	2024/02/21
GSE255896	200255896	dna_repair	RNA sequencing of Cal33 and SAS head and neck squamous cell carcinoma cell lines treated with GSK-J1 and radiation	Homo sapiens	Expression profiling by high throughput sequencing	24	GPL20301	38398123	2024/02/20
GSE206778	200206778	dna_repair	Tissue-specific responses to DNA damage limit function and regulate ageing in progeroid mice	Mus musculus	Expression profiling by high throughput sequencing	40	GPL24247	38514641	2024/02/20
GSE225611	200225611	dna_repair	ARID1A governs silencing of sex-linked transcription during male meiosis in the mouse [ATAC-seq]	Mus musculus	Genome binding/occupancy profiling by high throughput sequencing	8	GPL24247	39589400	2024/02/19
GSE225610	200225610	dna_repair	ARID1A governs silencing of sex-linked transcription during male meiosis in the mouse [RNA-seq]	Mus musculus	Expression profiling by high throughput sequencing	8	GPL24247	39589400	2024/02/19
GSE225609	200225609	dna_repair	ARID1A governs silencing of sex-linked transcription during male meiosis in the mouse [CUT&RUN]	Mus musculus	Other	17	GPL24247	39589400	2024/02/19
GSE243468	200243468	dna_repair	Identification of irradiation-induced ATM-dependent lncRNAs	Homo sapiens	Expression profiling by high throughput sequencing	24	GPL24676	38382170	2024/02/16
GSE243671	200243671	dna_repair	Global repair is the primary nucleotide excision repair subpathway for the removal of pyrimidine-pyrimidone (6-4) damage from the Arabidopsis genome	Arabidopsis thaliana	Genome binding/occupancy profiling by high throughput sequencing	2	GPL21785	38332020	2024/02/15
GSE255129	200255129	dna_repair	Enterohemorrhagic Escherichia coli effector EspF triggers oxidative DNA lesions in intestinal epithelial cells	Homo sapiens	Expression profiling by high throughput sequencing	9	GPL24676	38415639	2024/02/14
GSE251690	200251690	dna_repair	Characterization of a novel N4 -methylcytosine restriction-modification system in Deinococcus radiodurans	Deinococcus radiodurans	Expression profiling by high throughput sequencing	4	GPL31018	38338939	2024/02/14
GSE246554	200246554	dna_repair	Mutation-specific pathophysiological mechanisms of AFF3 differently influence transcriptome profiles	Homo sapiens	Expression profiling by high throughput sequencing	6	GPL24676	38293053,38811945	2024/02/14
GSE241621	200241621	dna_repair	Mutation-specific pathophysiological mechanisms of AFF3 differently influence transcriptome profiles	Homo sapiens	Expression profiling by high throughput sequencing	39	GPL24676	38293053,38811945	2024/02/14
GSE226148	200226148	dna_repair	Transcriptomics of Marburg virus-infected proximal tubular cells	Homo sapiens	Expression profiling by high throughput sequencing	9	GPL21697	38346476	2024/02/14
GSE225210	200225210	dna_repair	Combined inhibition of TOP1 and PARP: a synergistic therapeutic strategy for PTEN-deficient glioblastoma	Homo sapiens	Expression profiling by high throughput sequencing	8	GPL24676		2024/02/14
GSE244353	200244353	dna_repair	Tyrosine 1 phosphorylated RNA polymerase II transcribes PROMPTs to promote proximal promoter pausing and induce global transcriptional repression in response to DNA damage	Homo sapiens	Other	24	GPL20301	38467418	2024/02/13
GSE224891	200224891	dna_repair	MSH7 confers quantitative variation in pollen fertility and boosts grain yield in maize	Zea mays	Expression profiling by high throughput sequencing	12	GPL25410		2024/02/09
GSE254913	200254913	dna_repair	Pharmacologic targeting of SUMOylation drives mitochondrial dysfunction and metabolic alterations in B cell Malignancies	Homo sapiens	Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing	24	GPL24676		2024/02/02
GSE243469	200243469	dna_repair	Loss of alkyladenine DNA glycosylase alters gene expression in developing mouse brain and leads to reduced anxiety and increased exploratory behavior	Mus musculus	Expression profiling by high throughput sequencing	48	GPL21103	38280242	2024/02/01
GSE240486	200240486	dna_repair	Anti-aging and Rejuvenating Effects and Potential Mechanism of Dead Sea Water in Skin	Homo sapiens	Expression profiling by high throughput sequencing	18	GPL20795		2024/02/01
GSE224406	200224406	dna_repair	5-hydroxymethylcytosines regulate gene expression as a passive DNA demethylation resisting epigenetic mark in proliferative somatic cells [methylation]	Homo sapiens	Methylation profiling by high throughput sequencing	16	GPL24676		2024/02/01
GSE224393	200224393	dna_repair	5-hydroxymethylcytosines regulate gene expression as a passive DNA demethylation resisting epigenetic mark in proliferative somatic cells [RNA-Seq]	Homo sapiens	Expression profiling by high throughput sequencing	8	GPL18573		2024/02/01
GSE145285	200145285	dna_repair	Small-molecule inhibition of PRMT5 activates p53 in erythropoiesis through perturbation of mRNA processing, transport and protein translation	Mus musculus; Homo sapiens	Expression profiling by high throughput sequencing	16	GPL23479		2024/02/01
GSE236460	200236460	dna_repair	Effect of Sirt6 knockout on gene expression in P7 neural stem cells	Mus musculus	Expression profiling by high throughput sequencing	6	GPL21493	38288355	2024/01/31
GSE237031	200237031	dna_repair	Sister chromatid cohesion halts DNA loop expansion	Saccharomyces cerevisiae W303	Genome binding/occupancy profiling by high throughput sequencing; Other	26	GPL27477	38452765	2024/01/30
GSE254171	200254171	dna_repair	DNA methylation analysis of radioresistant and ALDH+ Head and Neck Squamous Cell Carcinoma cells and their parental counterparts	Homo sapiens	Methylation profiling by genome tiling array	23	GPL21145	38398123	2024/01/29
GSE253809	200253809	dna_repair	Protein UFMylation regulates ribosomal DNA double-stranded break repair	Homo sapiens	Other	10	GPL18573		2024/01/29
GSE244869	200244869	dna_repair,dna_repair_title	Dose dependent transcriptional response to ionizing radiation is orchestrated with DNA repair within the nuclear space	Homo sapiens	Expression profiling by high throughput sequencing; Other	40	GPL11154	38256047	2024/01/29
GSE244868	200244868	dna_repair,dna_repair_title	Dose dependent transcriptional response to ionizing radiation is orchestrated with DNA repair within the nuclear space [4C-seq]	Homo sapiens	Other	25	GPL11154	38256047	2024/01/29
GSE244666	200244666	dna_repair,dna_repair_title	Dose dependent transcriptional response to ionizing radiation is orchestrated with DNA repair within the nuclear space [RNA-seq]	Homo sapiens	Expression profiling by high throughput sequencing	15	GPL11154	38256047	2024/01/29
GSE242202	200242202	dna_repair	Age-related changes in human skeletal muscle transcriptome and proteome are more affected by chronic inflammation and physical inactivity than primary aging	Homo sapiens	Expression profiling by high throughput sequencing	59	GPL21697	38379415	2024/01/29
GSE231419	200231419	dna_repair	O6-Methylguanine DNA Methyltransferase Regulates Beta-glucan Trained Immunity of Macrophages	Mus musculus	Expression profiling by high throughput sequencing	18	GPL28457	38235325	2024/01/23
GSE211272	200211272	dna_repair	ATR inhibition using gartisertib enhances cell death and synergises with temozolomide and radiation in patient-derived glioblastoma cell lines	Homo sapiens	Expression profiling by high throughput sequencing	72	GPL16791	38227740	2024/01/18
GSE236899	200236899	dna_repair	Nucleolar detention of NONO shields DNA double-strand breaks from aberrant transcripts [CUT&RUN]	Homo sapiens	Genome binding/occupancy profiling by high throughput sequencing	23	GPL30173	38224452	2024/01/16
GSE236888	200236888	dna_repair	Nucleolar detention of NONO shields DNA double-strand breaks from aberrant transcripts [mNET]	Homo sapiens	Other	4	GPL30173	38224452	2024/01/16
GSE236886	200236886	dna_repair	Nucleolar detention of NONO shields DNA double-strand breaks from aberrant transcripts [BLISS]	Homo sapiens	Other	12	GPL30173	38224452	2024/01/16
GSE236884	200236884	dna_repair	Nucleolar detention of NONO shields DNA double-strand breaks from aberrant transcripts [APEX2-seq]	Homo sapiens	Other	13	GPL30173	38224452	2024/01/16
GSE236882	200236882	dna_repair	Nucleolar detention of NONO shields DNA double-strand breaks from aberrant transcripts [4sU-seq]	Homo sapiens	Other	11	GPL30173	38224452	2024/01/16
GSE233594	200233594	dna_repair	Nucleolar detention of NONO shields DNA double-strand breaks form aberrant transcripts	Homo sapiens	Other	4	GPL18573	38224452	2024/01/16
GSE222298	200222298	dna_repair	Modulation of fecal miRNA highlights the preventive effects of a Mediterranean Low-Inflammatory Dietary Intervention in patients with Familial Adenomatous Polyposis (RNA-Seq)	Homo sapiens	Expression profiling by high throughput sequencing	36	GPL24676	38422953	2024/01/12
GSE218823	200218823	dna_repair	Modulation of fecal miRNA highlights the preventive effects of a Mediterranean Low-Inflammatory Dietary Intervention in patients with Familial Adenomatous Polyposis (sRNA-Seq)	Homo sapiens	Non-coding RNA profiling by high throughput sequencing	81	GPL18573	38422953	2024/01/12
GSE244027	200244027	dna_repair	Mapping BRD1 and HBO1 genomic binding in BRCA1 mutant cells	Homo sapiens	Genome binding/occupancy profiling by high throughput sequencing	6	GPL24676	38288445	2024/01/11
GSE225307	200225307	dna_repair	DICER regulation by an USP7-MDM2 axis in cancer cells	Homo sapiens	Non-coding RNA profiling by high throughput sequencing; Expression profiling by high throughput sequencing	18	GPL20301	37867415	2024/01/10
GSE243703	200243703	dna_repair	PAF1c links S-phase progression to immune evasion and MYC function in pancreatic carcinoma [ChIP-seq/CUT&RUN]	Mus musculus	Genome binding/occupancy profiling by high throughput sequencing; Other	10	GPL30172	38365788	2024/01/01
GSE243701	200243701	dna_repair	PAF1c links S-phase progression to immune evasion and MYC function in pancreatic carcinoma [4sU-seq]	Mus musculus	Other	6	GPL30172	38365788	2024/01/01
GSE228975	200228975	dna_repair	SRSF1 is involved in alternative mRNA splicing in granulosa cell survival	Mus musculus	Expression profiling by high throughput sequencing	6	GPL24247	37907803	2024/01/01
GSE228799	200228799	dna_repair	PAF1c links S-phase progression to immune evasion and MYC function in pancreatic carcinoma [BLISS]	Mus musculus	Other	12	GPL30172	38365788	2024/01/01
GSE228797	200228797	dna_repair	PAF1c links S-phase progression to immune evasion and MYC function in pancreatic carcinoma [RNA-seq]	Mus musculus	Expression profiling by high throughput sequencing	12	GPL30172	38365788	2024/01/01
GSE228795	200228795	dna_repair	PAF1c links S-phase progression to immune evasion and MYC function in pancreatic carcinoma [CUTnRun and ChIP]	Mus musculus	Genome binding/occupancy profiling by high throughput sequencing	14	GPL30172	38365788	2024/01/01
GSE223362	200223362	dna_repair	Nucleophosmin 1 regulates H3K79me2 levels and peri-nucleolar heterochromatin organization through interaction with the methyltransferase DOT1L [RNA-seq]	Mus musculus	Expression profiling by high throughput sequencing	6	GPL28599		2024/01/01
GSE223361	200223361	dna_repair	Nucleophosmin 1 regulates H3K79me2 levels and peri-nucleolar heterochromatin organization through interaction with the methyltransferase DOT1L [ChIP-seq]	Mus musculus	Genome binding/occupancy profiling by high throughput sequencing	6	GPL21493		2024/01/01
GSE236133	200236133	dna_repair	Genome-wide analysis of gene expression in postnatal hippocampus of Neil1 and Neil2-deficient mice after hypoxia ischemia (HI)	Mus musculus	Expression profiling by high throughput sequencing	24	GPL13112		2023/12/31
GSE217071	200217071	dna_repair	YTHDF2 promotes DNA damage repair by positively regulating the histone methyltransferase SETDB1 in spermatogonia	Mus musculus	Expression profiling by high throughput sequencing	12	GPL24247		2023/12/30
GSE220757	200220757	dna_repair	Single molecule MATAC-seq reveals key determinants of DNA replication origin efficiency	Saccharomyces cerevisiae	Other	6	GPL25739	37956271	2023/12/27
GSE163840	200163840	dna_repair	DNA methylation of fibroblasts from Cockayne syndrome and UV-sensitivity syndrome patients [EPIC]	Homo sapiens	Methylation profiling by genome tiling array	8	GPL21145		2023/12/24
GSE163839	200163839	dna_repair	DNA methylation of fibroblasts from Cockayne syndrome and UV-sensitivity syndrome patients [450k]	Homo sapiens	Methylation profiling by genome tiling array	11	GPL13534		2023/12/24
