accession	queries	title	taxon	gdstype	n_samples_geo	status	skip_reason	gpl	pubmed	cldn4_present	n_nhej	n_ifn	n_sensors	genes_nhej	genes_ifn	genes_sensors	coverage_ok	n_columns	design	cldn4_mean	cldn4_std	n_pairs	pair_stems	spearman_n	rho_nhej	p_nhej	rho_ifn	p_ifn	rho_composite	p_composite	rho_cgas	p_cgas	rho_sting	p_sting	scale	file_used	joint_paired	joint_spearman	joint_call	call_basis	ratio_orient	delta_nhej	delta_ifn	delta_cgas	delta_sting	contrast_note	nhej_genes_up_in_high	nhej_genes_down_in_high	ifn_genes_up_in_high	ifn_genes_down_in_high	delta_cldn4	fdr_nhej	fdr_ifn	fdr_composite
GSE87326	dna_repair	Exploiting drug addiction mechanisms to select against MAPKi resistant melanoma	Homo sapiens	Expression profiling by high throughput sequencing	6.0	scored		GPL11154	28923912	True	8.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C,PAXX	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	6.0	single_channel	0.8435753585466097	0.8553953313403172	0.0		6.0	-0.6957252427829381	0.1247893374402871	0.3188740696088466	0.537900560470205	0.5797710356524485	0.2277839567150158	0.753702346348183	0.0835232813732598	-0.5797710356524485	0.2277839567150158	log2(x+1)	GSE87326_M249DDR5.SKMEL28DDR1.fpkm.Sep2016.xlsx		NHEJ_down_IFN_up	NHEJ_down_IFN_up	spearman												0.33438728864675704	0.7567646382828079	0.5213704883300038
GSE87407	dna_repair	Significant gene expression differences between sessile biofilms and planktonic cells of Clostridium thermocellum	Acetivibrio thermocellus ATCC 27405	Expression profiling by high throughput sequencing	8.0	error	IndexError: index 0 is out of bounds for axis 0 with size 0	GPL22495	28240279																																													
GSE86859	dna_repair	In vivo correction of anemia in thalassemic mice by gammaPNA-mediated gene editing with stem cell factor treatment and nanoparticle delivery	Mus musculus	Expression profiling by array	12.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL17543	27782131																																													
GSE87627	dna_repair	Global gene expression profiling and antibiotic susceptibility after repeated exposure to the carbon monoxide-releasing molecule-2 (CORM-2) in multidrug-resistant ESBL-producing uropathogenic Escherichia coli	Escherichia coli O157:H7 str. Sakai; Escherichia coli O157:H7 str. EDL933; Escherichia coli str. K-12 substr. MG1655; Escherichia coli; Escherichia coli CFT073	Expression profiling by array	16.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL13359	28591134																																													
GSE89115	dna_repair	Sodium butyrate ameliorates aSyn-induced transcription deregulation and DNA damage	Homo sapiens	Expression profiling by high throughput sequencing	9.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL11154																																														
GSE89265	dna_repair	H3K36 Methylation Regulates Nutrient Stress Response in S. cerevisiae by Enforcing Transcriptional Fidelity	Saccharomyces cerevisiae	Expression profiling by high throughput sequencing	24.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL17342	28614721																																													
GSE89256	dna_repair	Renal gene expression changes in p53 heterozygous and p53 homozygous mice due to chronic dietary exposure to the mycotoxin ochratoxin A	Mus musculus	Expression profiling by array	24.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL7291																																														
GSE8939	dna_repair	Transcriptional responses to UV irradiation in CS-B cells	Homo sapiens	Expression profiling by array	36.0	scored		GPL96		True	7.0	18.0	2.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	TBK1,IRF3	True	18.0	single_channel	2.203141846578637	0.6484571418515006	0.0		18.0	0.4282765737874097	0.0762009593524021	0.6099071207430341	0.007196658594982	0.26109391124871	0.2953326016338095					log2(x+1)	GSE8939-GPL96_series_matrix.txt.gz		mixed	mixed	spearman												0.23869220368574737	0.04120889220948292	0.5913229596186965
GSE87540	dna_repair	Cockayne syndrome A and B proteins regulate the transcription arrest upon genotoxic stress through a ubiquitin/proteasome degradation process (RNA-seq)	Homo sapiens	Expression profiling by high throughput sequencing	8.0	scored		GPL20301	29225035	True	7.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	8.0	single_channel	7.115247925227831	0.5281659363239722	0.0		8.0	-0.6428571428571429	0.0855588910126732	0.1666666666666667	0.693238811728395	0.3571428571428572	0.3851206435562561	-0.4761904761904762	0.2329355346500979	-0.261904761904762	0.530922861565801	log2(x+1)	GSE87540_S16041_allres.xlsx		mixed	mixed	spearman												0.25724897331235186	0.8606731079673609	0.7008572035568303
GSE9025	dna_repair	A novel approach to investigate tissue-specific trinucleotide repeat instability - A validation set of prediction model	Mus musculus	Expression profiling by array	2.0	scored		GPL1261	20302627	True	7.0	17.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C	ISG15,MX1,MX2,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	2.0	single_channel	1.5568	0.0039	0.0		2.0											as_deposited	GSE9025_series_matrix.txt.gz																		
GSE90551	dna_repair	Cumene hydroperoxide stimulon and OhrR regulon in Chromobacterium violaceum	Chromobacterium violaceum ATCC 12472; Chromobacterium violaceum	Expression profiling by array	6.0	scored		GPL22705	28507067	True	5.0	17.0	2.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,BST2,ISG20,CXCL10	TBK1,IRF3	True	6.0	log_ratio	0.035	0.036514837167011	0.0		6.0	0.0857142857142857	0.8717434402332361	-0.2	0.7040000000000001	0.0285714285714285	0.9571545189504372					as_deposited	GSE90551_series_matrix.txt.gz		flat	flat	spearman						multi-sample log ratios; Spearman across samples, not one collapsed contrast						0.9230828654530969	0.8622561307901909	0.9834079000416491
GSE89231	dna_repair	Doxorubicin response in diffuse large B-cell lymphoma cell lines varies with concentration, exposure duration, and level of intrinsic sensitivity	Homo sapiens	Expression profiling by array	49.0	scored		GPL570		True	8.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C,PAXX	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	49.0	single_channel	4.564283302867348	0.1903676380436172	0.0		49.0	-0.303469387755102	0.0340298723660722	0.0006122448979591	0.9966687821008556	0.0975510204081632	0.5048857288313375	-0.1698512717713851	0.2433044848409101	0.3801020408163265	0.0070608231051276	as_deposited	GSE89231_series_matrix.txt.gz		mixed	mixed	spearman												0.14923344027853128	1.0	0.7886769898130684
GSE9179	dna_repair	Differential gene expression of Listeria monocytogenes during high hydrostatic pressure processing	Listeria monocytogenes	Expression profiling by array	9.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL5334	18227250																																													
GSE8978	dna_repair	Expression profile of stages of seminiferous tubules, purifed germ cells and sertoli cells	Rattus norvegicus	Expression profiling by array	69.0	scored		GPL1355	18544648	True	7.0	15.0	3.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C	ISG15,MX1,MX2,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	STING1,TBK1,IRF3	True	69.0	single_channel	2.575921822134966	0.8634774114180915	0.0		69.0	0.3805626598465474	0.0012564662105209	0.1150895140664961	0.3463594888126522	-0.0724881256850566	0.5539102859392564			0.1170990135184508	0.3379471614461742	log2(x+1)	GSE8978_series_matrix.txt.gz		mixed	mixed	spearman												0.012145840035035365	0.6036259875957317	0.8123415123317969
GSE92774	dna_repair	Chromatin regulation by the NuA4 acetyltransferase complex is mediated by essential interactions between Enhancer of Polycomb (Epl1) and Esa1	Saccharomyces cerevisiae	Expression profiling by high throughput sequencing	12.0	skipped	only_raw_tar_or_no_gene_table	GPL17342	28108589																																													
GSE9295	dna_repair	Expression data from yeast with modulated expression of base excision repair players	Saccharomyces cerevisiae	Expression profiling by array	18.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL90	18043759																																													
GSE93086	dna_repair	JMJD5/PHF8 regulates H3K36me2 and it is required for late steps of homologous recombination and genome integrity	Caenorhabditis elegans	Expression profiling by high throughput sequencing	12.0	skipped	only_raw_tar_or_no_gene_table	GPL13657	28207814																																													
GSE93999	dna_repair	Transcriptome Profiling of Influenza A Virus-infected Lung Epithelial (A549) Cells with Lariciresinol-4-β-D-glucopyranoside Treatment	Homo sapiens	Expression profiling by high throughput sequencing	6.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL16791	28273165																																													
GSE93796	dna_repair	mRNA-Seq of the CA1 hippocampal subregion from 3 month old animals injected with JQ1 (50mg/kg) i.p. and mRNA-Seq of CA1 of 8-10 month old APP/PS1-21 transgenic animals injected with JQ1 (50mg/kg) i.p.	Mus musculus	Expression profiling by high throughput sequencing	33.0	skipped	only_raw_tar_or_no_gene_table	GPL13112																																														
GSE94588	dna_repair	PARP3 is a promoter of chromosomal rearrangements and limits G4 DNA	Homo sapiens	Expression profiling by high throughput sequencing	12.0	scored		GPL18573	28447610	True	8.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C,PAXX	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	12.0	single_channel	0.7298263774823255	0.1388433311078957	0.0		12.0	-0.6293706293706295	0.02831967129576	-0.0209790209790209	0.9484022252365222	0.4685314685314686	0.124454791188834	0.0839160839160839	0.7954145018538978	0.0909090909090909	0.7787253962454419	log2(x+1)	GSE94588_TD_RNA_seq_WT_P3KO_cufflinks_matrix.txt.gz		mixed	mixed	spearman												0.12923545428877278	0.9838541099550402	0.4012647463761085
GSE9336	dna_repair	Effects of the pesticide thiuram: genome-wide screening of indicator genes by yeast DNA microarray.	Saccharomyces cerevisiae	Expression profiling by array	9.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL5992	12269742																																													
GSE95050	dna_repair,dna_repair_title	RAD51 Interconnects Between DNA Replication, DNA Repair and Immunity	Homo sapiens	Expression profiling by array	12.0	scored		GPL10558	28334891	True	8.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C,PAXX	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	12.0	single_channel	1.475832230505132	0.6555149244641925	0.0		12.0	0.1888111888111888	0.5567370561768314	-0.1048951048951049	0.7456094809807079	-0.1888111888111888	0.5567370561768314	-0.2027972027972028	0.5273023541661079	-0.0699300699300699	0.8290236405313092	log2(x+1)	GSE95050_series_matrix.txt.gz		flat	flat	spearman												0.774896199131306	0.8901765251018013	0.8138318918747504
GSE94989	dna_repair	Differential gene expression in Jagged1 treated human dental pulp cells.	Homo sapiens	Expression profiling by high throughput sequencing	9.0	skipped	only_raw_tar_or_no_gene_table	GPL18573	28860516,29876410																																													
GSE95088	dna_repair	Chicken Hepatic Response to Chronic Heat Stress Using Integrated Transcriptome and Metabolome Analysis	Gallus gallus	Expression profiling by high throughput sequencing	16.0	low_coverage		GPL16133	28759571	True	6.0	5.0	3.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,DCLRE1C	MX1,EIF2AK2,IRF7,STAT1,RSAD2	CGAS,STING1,TBK1	False	16.0	single_channel	0.0631562	0.0594849118821424	0.0													as_deposited	GSE95088_LiverMetTrans_SFJ.tsv.gz																		
GSE95212	dna_repair	Cytoplasmic overexpression of RNA-binding protein HuR in meningioma is a marker of poor prognosis and specific HuR knockdown decreases meningioma cell growth and resistance to hypoxia	Homo sapiens	Expression profiling by array	12.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL16686	28493484																																													
GSE95431	dna_repair	MicroRNAs Modulate Oxidative Stress in Hypertension through PARP-1 Regulation	Homo sapiens	Expression profiling by array	9.0	scored		GPL10558	28660007	True	8.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C,PAXX	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	9.0	single_channel	-0.3126888888888889	0.0526044874394327	0.0		9.0	0.5333333333333333	0.1392268675439781	0.3	0.4328453267094823	0.0	1.0	-0.1833333333333333	0.6368198117628943	-0.2333333333333333	0.5456987782182728	as_deposited	GSE95431_series_matrix.txt.gz		mixed	mixed	spearman												0.3545749402890547	0.6812294110364361	1.0
GSE95392	dna_repair	3alpha-acetonyltabersonine induces glioblastoma apoptosis via the inhibition of DNA damage repair	Homo sapiens	Expression profiling by high throughput sequencing	2.0	skipped	only_raw_tar_or_no_gene_table	GPL9052																																														
GSE96825	dna_repair	Tyrosine kinase c-Abl couples RNA polymerase II transcription to an RNA-dependent DNA damage response	Homo sapiens	Expression profiling by high throughput sequencing; Other; Genome binding/occupancy profiling by high throughput sequencing	8.0	skipped	over_25MB:GSE96825_RAW.tar,GSE96825_Y1P_damage_vs_no_damage_ChIP.bw	GPL20301	30668775																																													
GSE96064	dna_repair	H3K4ox-Mediated Chromatin Condensation Protects Breast Cancer Cells from the DNA Damage Repair Machinery	Homo sapiens	Genome binding/occupancy profiling by high throughput sequencing; Expression profiling by high throughput sequencing	9.0	scored		GPL16791		True	7.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	6.0	single_channel	4.913434975026601	0.3727336896467185	0.0		6.0	-1.0	0.0	-0.7714285714285715	0.0723965014577259	-0.5428571428571429	0.2657026239067054	-0.7714285714285715	0.0723965014577259	0.7714285714285715	0.0723965014577259	log2(x+1)	GSE96064_genes.fpkm_table.txt.gz		mixed	mixed	spearman												0.0	0.2064181619142803	0.5567987386762894
GSE96842	dna_repair	Histone H3G34R mutation causes replicative stress, defective homologous recombination and genomic instability in Fission Yeast	Schizosaccharomyces pombe	Expression profiling by high throughput sequencing	9.0	skipped	only_raw_tar_or_no_gene_table	GPL17225																																														
GSE97317	dna_repair	Hypoxia is a Key Driver of Alternative Splicing in Human Breast Cancer Cells	Homo sapiens	Expression profiling by high throughput sequencing	3.0	skipped	over_25MB:GSE97317_RAW.tar	GPL11154	28642487																																													
GSE98142	dna_repair	Differential impact of Dicer deficiency on microglia of the developing and adult brain (Bulk RNA-Seq)	Mus musculus	Expression profiling by high throughput sequencing	46.0	scored		GPL19057	28636953	True	7.0	17.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C	ISG15,MX1,MX2,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	7.0	single_channel	0.0	0.0	0.0		7.0											log2(x+1)	GSE98142_Fig3_WTDICER.txt.gz				spearman														
GSE98608	dna_repair,dna_repair_title	Mediator subunit MED23 links pigmentation and DNA repair through the transcription factor MITF	Mus musculus	Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing	21.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL11002	28834744																																													
GSE98607	dna_repair,dna_repair_title	Mediator subunit MED23 links pigmentation and DNA repair through the transcription factor MITF (RNA-Seq)	Mus musculus	Expression profiling by high throughput sequencing	3.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL11002	28834744																																													
GSE97254	dna_repair	Patients Experiencing Statin-Induced Myalgia Exhibit a Unique Program of Skeletal Muscle Gene Expression Following Statin Re-challenge	Homo sapiens	Expression profiling by array	23.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL10558	28771594																																													
GSE9840	dna_repair	Comparisons of yeast strains containing the essential histone acetyltransferase, ESA1 or a bypass suppressor of ESA1	Schizosaccharomyces pombe; Saccharomyces cerevisiae	Expression profiling by array	8.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL2529																																														
GSE99099	dna_repair,dna_repair_title	Coupling transcriptional activation of CRISPR-Cas and DNA repair systems by Csa3a in Sulfolobus islandicus	Saccharolobus islandicus REY15A	Expression profiling by high throughput sequencing	12.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL23497	28911114																																													
GSE99176	dna_repair,dna_repair_title	Global gene expression in response to X rays in mouse models of DNA repair deficiency	Mus musculus	Expression profiling by array	32.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL11202	29351057																																													
GSE99604	dna_repair	Gene expression changes in Ing1- and Gadd45a- single- or double-knockout mouse embryonic fibroblasts during adipogenesis	Mus musculus	Expression profiling by high throughput sequencing	12.0	skipped	only_raw_tar_or_no_gene_table	GPL13112	29884649																																													
GSE99156	dna_repair	H3K36me3 protects the mouse epigenome from single nucleotide variations	Mus musculus	Genome binding/occupancy profiling by high throughput sequencing; Expression profiling by high throughput sequencing; Genome variation profiling by genome tiling array	31.0	scored		GPL10449		True	7.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	15.0	log_ratio	-0.0440602259605333	0.137474559138936	0.0		15.0	-0.0214285714285714	0.939577904012878	0.125	0.6571356681869506	-0.1071428571428571	0.7039010016261618	-0.1714285714285714	0.5412721760996332	0.0142857142857142	0.9596997645989476	as_deposited	GSE99156-GPL10449_series_matrix.txt.gz		flat	flat	spearman						multi-sample log ratios; Spearman across samples, not one collapsed contrast						0.9675607510968813	0.8355940108911861	0.899
GSE99605	dna_repair	Gene expression changes in white adipose tissue from Ing1- and Gadd45a- single- or double-knockout mice	Mus musculus	Expression profiling by array	12.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL10787	29884649																																													
GSE99745	dna_repair	RNA-Seq of polysome profiling fractions and whole cell lysates of UVB-irradiated N-TERT keratinocytes	Homo sapiens	Expression profiling by high throughput sequencing	18.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL18573	29118075																																													
